COLLECTION_ID,FROG_ID,GOSNER_STAGE,SVL,TAIL_LENGTH,FROG_COMMENTS,ABNORMAL,BLEEDING_INJ,SKEL_AB,EYE_AB,SURF_AB,Perkensus,SITE,DATE,YEAR
DNR1064-RASY-072211,15,44,19,30,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,16,44,22,28,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,17,44,21,21,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,18,44,21,27,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,19,43,20,23,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,20,44,20,31,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,21,44,19,31,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,22,44,20,26,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,23,43,19,32,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,24,44,20,27,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,25,43,19,32,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,26,44,20,28,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,27,44,21,28,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,28,43,20,30,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,29,43,20,24,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,30,44,19,27,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,31,43,20,36,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,32,43,20,32,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,33,44,21,26,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,34,44,20,30,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,35,43,18,33,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,36,43,20,32,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,37,43,21,32,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,38,44,20,30,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,39,43,20,31,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,40,43,19,20,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,41,43,21,36,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,42,44,20,30,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1064-RASY-072211,54,43,20,23,,0,0,0,0,0,0,DNR1064,7/22/2011,2011
DNR1069-RASY-080111,1,45,12,1,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,2,45,13,1,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,3,45,13,1,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,4,46,16,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,5,45,15,1,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,6,45,13,2,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,7,45,14,2,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,8,45,14,3,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,9,45,13,2,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,10,45,14,1,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,11,46,16,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,12,46,15,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,13,45,14,2,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,14,45,14,2,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,15,46,15,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,16,46,14,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,17,46,15,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,18,46,13,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,19,45,16,3,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,20,46,14,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,21,46,14,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,22,45,15,3,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,23,46,14,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,24,45,13,1,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,25,45,16,6,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,26,46,14,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,27,45,14,1,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,28,45,15,1,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,29,46,13,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,30,45,14,4,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,31,46,16,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,32,46,23,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,33,46,15,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,34,44,16,10,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,35,45,13,9,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,36,46,15,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,37,45,14,4,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,38,46,15,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
DNR1069-RASY-080111,39,46,15,0,,0,0,0,0,0,0,DNR1069,8/1/2011,2011
KNA1081-RASY-080211,1,45,20,2,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,2,46,21,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,3,45,18,5,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,4,45,21,1,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,5,46,21,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,6,46,21,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,7,46,21,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,8,46,20,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,9,45,21,1,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,10,45,20,6,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,11,46,18,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,12,46,21,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,13,45,18,2,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,14,45,20,1,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,15,46,22,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,16,46,22,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,17,46,21,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,18,46,19,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,19,46,22,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,20,46,21,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,21,45,20,4,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,22,46,20,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,23,45,20,3,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,24,46,19,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,25,46,21,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,26,46,20,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,27,45,20,2,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,28,45,21,1,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,29,46,22,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,30,46,21,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,31,45,18,1,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,32,46,22,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,33,46,21,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,34,45,18,2,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,35,46,22,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,36,46,22,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,37,46,22,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,38,45,20,4,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,39,45,23,9,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,40,45,21,3,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,41,45,20,2,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,42,46,19,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,43,46,20,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,44,45,19,1,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,45,45,19,1,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1081-RASY-080211,46,46,22,0,,0,0,0,0,0,0,KNA1081,8/2/2011,2011
KNA1084-RASY-080911,1,46,25,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,2,46,23,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,3,46,24,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,4,46,24,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,5,46,24,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,6,46,23,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,7,46,24,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,9,46,24,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,10,46,22,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,11,46,24,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,12,46,24,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,13,46,21,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,14,46,24,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,15,46,23,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,16,46,24,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,17,46,20,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,18,46,25,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,19,46,25,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,20,46,24,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,21,46,23,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,22,46,24,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,23,46,23,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,24,45,21,1,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KNA1084-RASY-080911,25,46,23,0,,0,0,0,0,0,0,KNA1084,8/9/2011,2011
KEN1090-RASY-072811,1,46,17,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,2,45,19,3,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,3,46,17,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,4,46,18,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,5,45,17,2,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,6,45,17,1,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,7,46,18,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,8,44,17,15,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,9,45,18,1,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,10,46,23,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,11,46,20,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,12,45,18,2,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,13,45,18,1,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,14,44,16,20,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,15,45,19,1,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,16,45,19,4,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,18,46,17,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,19,45,18,1,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,20,46,18,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,21,44,18,26,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,22,46,18,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,23,45,20,13,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,24,45,18,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,25,46,19,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,26,45,18,1,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,27,46,19,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,28,46,20,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,29,45,19,2,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,30,45,19,7,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,31,46,23,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,32,44,18,22,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,33,44,18,22,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,34,46,19,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,35,45,18,2,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,36,45,18,2,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,37,44,18,23,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,38,46,19,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,39,44,17,24,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,40,46,18,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,41,43,19,34,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,42,44,19,15,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,43,46,19,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,44,45,17,1,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,45,45,19,7,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,46,46,17,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,47,45,18,2,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,48,45,19,5,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,50,46,18,0,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,51,45,20,6,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,52,44,19,27,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
KEN1090-RASY-072811,53,42,19,35,,0,0,0,0,0,0,KEN1090,7/28/2011,2011
DNR1102-RASY-071411,1,44,16,6,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,2,45,16,2,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,3,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,4,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,5,45,15,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,6,45,16,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,7,45,16,2,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,8,45,16,2,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,9,45,18,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,10,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,11,46,18,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,12,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,13,45,16,2,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,14,46,19,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,15,45,17,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,16,45,15,3,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,17,45,15,2,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,18,45,16,3,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,19,45,17,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,20,45,16,2,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,21,45,16,4,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,22,45,16,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,23,45,15,2,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,24,45,17,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,25,46,18,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,26,45,16,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,27,43,14,11,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,28,46,18,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,29,45,16,2,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,30,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,31,45,17,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,32,46,19,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,33,45,17,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,34,45,18,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,35,46,16,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,36,45,17,2,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,37,46,18,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,38,44,15,4,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,39,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,40,45,15,3,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,41,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,42,45,17,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,43,45,16,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,44,46,18,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,45,46,18,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,46,45,18,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,47,45,16,2,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,48,46,18,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,49,43,15,10,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,50,46,18,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,51,45,16,2,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,52,45,16,4,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,53,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,54,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,55,46,18,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,56,45,17,3,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,57,46,16,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,58,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,59,45,17,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,60,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,61,46,16,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,62,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,63,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,64,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,65,45,16,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,66,44,16,9,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,67,46,16,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,68,45,16,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,69,46,18,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,70,45,16,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,71,45,16,2,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,72,46,19,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,73,46,15,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,74,45,17,3,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,75,46,16,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,76,46,19,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,77,45,17,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,78,46,18,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,79,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,80,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,81,45,16,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,82,45,15,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,83,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,84,45,17,1,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,85,46,17,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,86,45,16,3,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,87,46,16,0,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
DNR1102-RASY-071411,88,45,17,2,,0,0,0,0,0,0,DNR1102,7/14/2011,2011
